refcode,linker SMILES,metal,Largest Cavity Diameter,Pore Limiting Diameter,Largest Free Sphere
HAZGOF12,OC(=O)c1ccc(cc1)C(=O)O,Sc,3.97613,3.01194,3.79064
HAZGOF13,OC(=O)c1ccc(cc1)C(=O)O,Sc,3.9708,3.00389,3.95081
HAZGOF14,OC(=O)c1ccc(cc1)C(=O)O,Sc,3.9759,3.0084,3.94783
HAZGOF16,OC(=O)c1ccc(cc1)C(=O)O,Sc,4.00479,3.04304,3.82167
HAZGOF17,OC(=O)c1ccc(cc1)C(=O)O,Sc,3.89831,2.96931,3.59072
HAZNON,OC(=O)c1cc(Br)cnc1,Cd,4.92321,2.61042,4.91733
HAZPIJ01,OC(=O)c1cc(Br)cnc1,Cd,2.16105,1.04399,2.16033
HEBKAC,CC(C[C@@H](C(=O)O)NCc1ccncc1)C,Cd,3.48791,2.24591,3.47994
HEDCAW,OC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)O,Zn,6.94174,5.62613,6.94174
HEDHOP,n1ccc(cc1)c1nnn[nH]1,Cd,2.06405,1.37798,2.06405
HEJQOF,c1cnn[nH]1,Cd,6.43813,4.71728,6.43813
HEKTUO,OC(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Cd,2.40549,1.49246,2.3551
HEKTUO01,OC(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Cd,2.39472,1.48223,2.38305
HERHAQ,OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Zr,11.82121,7.40875,11.82121
HEWPIJ01,OC=O,Zn,3.76068,1.88592,3.75993
HIBGIJ,OC=O,Mn,4.81118,3.80875,4.79964
HIFMEP,N#CNC#N,Cu,7.21695,6.63822,7.21109
HIFTOG,OC(=O)c1ccc(cc1)C(=O)O,Zn,7.94254,4.14067,7.94254
HIFTOG01,OC(=O)c1ccc(cc1)C(=O)O,Zn,15.06075,7.92964,15.06075
HIFTOG02,OC(=O)c1ccc(cc1)C(=O)O,Zn,7.86759,4.15102,6.75877
HIFTOG03,OC(=O)c1ccc(cc1)C(=O)O,Zn,14.99085,7.90574,14.99085
HIFVOI,c1ncc[nH]1,Zn,9.00136,6.56741,9.00136
HIFVUO,c1ncc[nH]1,Zn,7.50154,5.9811,7.50154
HIFWAV,c1ncc[nH]1,Zn,6.80698,4.78714,6.71717
HIHNUJ,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,In,8.1361,7.97253,8.1361
HIQKOJ,OC(=O)c1ccc(cc1)C(=O)O,U,4.8094,1.93503,4.66907
HIQPEE,Cc1[nH]nc(c1c1c(C)n[nH]c1C)C,Co,3.84858,3.11822,3.84858
HISTOU,COc1cc(ccc1OS(c1ccc(cc1)C(=O)O)(O)O)C(=O)O,Dy,3.17177,1.29603,3.17177
HIVQAG,OC(=O)c1ccncc1,Mn,4.55131,2.5505,4.51033
HIZQEN01,OC(=O)c1ccc(cc1)C(=O)O,Cd,2.62852,1.21571,2.62852
HOGJIX,OC(=O)c1cc(NNc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,Zn,9.50065,3.36823,9.49631
HOJNOL,OC(=O)c1ccc(cc1)C(=O)O,Sc,4.02107,3.0193,3.87823
HOJNUR01,OC(=O)c1ccc(cc1)C(=O)O,Sc,3.94518,2.94765,3.91855
HOJPAZ,OC(=O)c1ccc(cc1)C(=O)O,Sc,4.0071,3.01444,3.65185
HOLRAD,OC(=O)c1ccc(cc1)C(=O)O,Zn,14.85767,7.83508,14.85767
HOSPEL,n1ccc(cc1)c1nnn[nH]1,Cu,1.94095,0.99358,1.5328
HOXSIY,OC(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,4.34253,2.13616,4.30427
HOZDAD,OP(=O)(c1ccc(cc1)P(=O)(O)O)O,Al,1.73355,0.9076,1.73355
HOZDOR,OP(=O)(c1ccc(cc1)P(=O)(O)O)O,Al,4.10343,3.49785,4.10258
HUCBOX,OC(=O)c1cc(cc(c1)S(O)(O)O)C(=O)O,Cu,2.33344,1.14811,2.11484
HUCBOX02,OC(=O)c1cc(cc(c1)S(O)(O)O)C(=O)O,Cu,2.31834,1.16013,2.28783
HUCXIO,OC(=O)c1ccc(cc1)NNc1ccc(cc1)C(=O)O,Dy,4.69838,1.69806,4.68762
HUFJEZ,n1ccnc(c1)Cc1nccnc1,Ag,8.97011,6.86873,8.97004
HUFJID,n1ccnc(c1)Cc1nccnc1,Ag,4.84312,2.46807,4.79754
HUFYIS,OC(=O)CCC(=O)O,U,3.57788,2.76933,3.57788
HUTZAX,OC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)O,Zn,2.15569,1.26179,2.09728
HUTZAX01,OC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)O,Zn,5.14597,3.91522,5.14597
IBEXUJ,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,Pr,2.08411,1.0381,2.07558
IBEYIY,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,Er,2.23034,1.01248,2.1024
IBICON,CC([C@H](C(=O)O)NCc1ccncc1)C,Zn,10.05981,9.93045,10.05981
IBUDOZ,n1ccc(cc1)c1nnn[nH]1,Cu,5.08667,4.25325,5.08485
ICAGOK,OC(=O)c1ccc(cc1)c1ccncc1,Cu,8.74413,5.00268,8.6888
ICAREL,OC(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Cu,13.68709,7.87505,13.68701
ICOWON,OC(=O)CCCCC(=O)O,La,5.76633,4.2449,5.76633
IDIMIU,c1ncc[nH]1,In,7.35381,5.05026,7.13903
IDIWIB,OC(=O)c1ccc(cc1)C(=O)O,V,6.62997,6.29787,6.59524
IDIWOH01,OC(=O)c1ccc(cc1)C(=O)O,V,7.67622,7.21043,7.66381
IDIWOH04,OC(=O)c1ccc(cc1)C(=O)O,V,7.60676,7.09782,7.60676
IDIWOH05,OC(=O)c1ccc(cc1)C(=O)O,V,7.61343,7.09292,7.61343
IDIWUN,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,Zn,10.77031,9.8396,10.77031
IDUTEJ,O=C(c1ccncc1)Nc1cc(cc(c1)C(=O)O)C(=O)O,Cu,3.92349,3.28227,3.91953
IDUTIN,O=C(c1ccncc1)Nc1cc(cc(c1)C(=O)O)C(=O)O,Cu,3.95906,3.30474,3.95906
IFABIA,OC(=O)c1ccc(cc1)C(=O)O,Zn,1.85216,1.26055,1.85216
IFABIA01,OC(=O)c1ccc(cc1)C(=O)O,Zn,1.91395,1.23678,1.76674
IFABIA02,OC(=O)c1ccc(cc1)C(=O)O,Zn,1.94471,1.26065,1.80545
IFABIA03,OC(=O)c1ccc(cc1)C(=O)O,Zn,1.90511,1.22743,1.77326
IFENOY,OC(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2,Zn,7.29662,5.78952,7.29662
IFENOY02,OC(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2,Zn,7.27253,5.76003,7.27253
IFEPUG01,OC(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2,Zn,8.44704,8.1001,8.44704
IFEPUG02,OC(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2,Zn,7.03312,5.99915,7.03312
IFEPUG03,OC(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2,Zn,8.40488,8.10582,8.40488
IFEPUG05,OC(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2,Zn,8.40002,8.11552,8.40002
IFEPUG06,OC(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2,Zn,8.33663,8.01569,8.33663
IFEPUG09,OC(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2,Zn,8.37813,7.99879,8.37813
IFEQAN,OC(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2,Zn,8.44147,8.12788,8.44147
IFEQER,OC(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2,Zn,8.66132,8.37931,8.66132
IFEQIV,OC(=O)c1ccc(cc1)n1cnc2c1cc1ccccc1c2,Zn,8.22911,7.91199,8.22911
IFIPEV,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,In,7.63577,6.69688,7.63577
IGAHED,OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O,Co,3.34707,1.68123,3.33991
IGAHED02,OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O,Co,3.34888,1.67151,3.34888
IGONUP,OC=O,Co,4.45087,1.93031,4.3526
IGONUP02,OC=O,Co,4.48343,1.87003,4.47483
IGOPAX,OC=O,Co,4.23808,2.0592,4.23688
IGUTUB01,OC(=O)c1ccc(cc1)c1ccncc1,Cd,5.50871,2.38124,5.50718
IJEXIF,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,6.7342,4.37179,6.7342
IJEXIF01,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,6.79742,4.32524,6.79742
IJOMOJ01,OC=O,Mn,2.19005,1.1956,2.18732
IJOMOJ02,OC=O,Mn,4.94893,3.95287,4.94893
IJOMOJ03,OC=O,Mn,1.77041,1.09101,1.77041
IJOMOJ04,OC=O,Mn,4.92709,3.96222,4.92709
IJOMOJ06,OC=O,Mn,4.89473,3.92362,4.89473
IJOMOJ07,OC=O,Mn,4.94366,3.94706,4.92765
IJUSUD,OC(=O)c1ncccc1C(=O)O,Cd,1.6398,0.90314,1.42459
IKOQII,N[C@@H]1C[C@H](N)C[C@@H](C1)N,Ag,4.83665,3.16343,4.83665
ILECIN,OC=O,Mg,4.56784,2.62927,4.39537
IMIDZB01,c1ncc[nH]1,Zn,4.32235,2.3818,4.31205
IMIDZB07,c1ncc[nH]1,Zn,4.56281,1.64488,3.5972
IMIDZB08,c1ncc[nH]1,Zn,4.32923,2.41359,4.25707
IMIDZB09,c1ncc[nH]1,Zn,4.60088,1.65044,4.60088
IMIDZB11,c1ncc[nH]1,Zn,5.20453,2.67662,5.19934
IMIDZB12,c1ncc[nH]1,Zn,3.34278,1.97655,3.28373
IMIDZB13,c1ncc[nH]1,Zn,14.94628,13.53695,14.94628
IMUVAO,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,In,7.88428,5.11059,7.88194
IMUVES,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,In,8.07179,5.61744,7.93597
IMZYCO01,c1ncc[nH]1,Co,4.37119,2.38669,4.35092
INECOV,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,Pr,5.22934,4.0875,5.12194
INOMOP,OC(=O)c1ccc(s1)C(=O)O,Ca,1.8434,1.11361,1.81454
IPINAY,OC(=O)c1ccncc1,Cu,1.96063,1.17259,1.96063
IPUPOA,OC(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,18.73371,13.07215,18.73371
IQEWOQ,OC=O,Mn,5.16837,4.02189,5.09375
IQOKAC,OC(=O)c1ccc(cc1)[Si](c1ccc(cc1)C(=O)O)(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Mn,6.59216,4.82011,6.59216
IQOKEG,OC(=O)c1ccc(cc1)[Si](c1ccc(cc1)C(=O)O)(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Mn,4.43208,2.33006,4.43208
IREGOD,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Mn,5.3931,3.54682,5.3931
ISILEC,OC(=O)c1cc(OCCOc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,Co,3.38999,2.30033,3.38999
ISITUZ,N#CNC#N,Cd,2.08145,1.1807,2.08145
ISITUZ01,N#CNC#N,Cd,2.09497,1.0071,2.09497
ISIYUF05,OC=O,Er,4.27677,2.98328,4.27677
ISUJOV,OC(=O)CCCCCCCCC(=O)O,Nd,1.83732,1.0355,1.60472
ITAFEQ,OC(=O)c1ccc(c(c1)n1cncc1)C(=O)O,Zn,2.6514,0.95486,2.6514
ITAFEQ01,OC(=O)c1ccc(c(c1)n1cncc1)C(=O)O,Zn,2.66111,0.99088,2.66111
ITIPAE,OC=O,Zn,5.03819,3.84363,5.03819
ITIWAK,Nn1c(nnc1c1cccc(c1)c1ccncc1)c1cccc(c1)c1ccncc1,Cd,5.0332,4.12661,5.01239
ITIWEO,Nn1c(nnc1c1cccc(c1)c1ccncc1)c1cccc(c1)c1ccncc1,Cd,5.00227,4.2399,4.99534
ITIWIS,Nn1c(nnc1c1cccc(c1)c1ccncc1)c1cccc(c1)c1ccncc1,Cd,5.15472,4.22414,5.14073
ITIWOY,Nn1c(nnc1c1cccc(c1)c1ccncc1)c1cccc(c1)c1ccncc1,Cd,5.17356,4.22983,5.16029
ITIWUE,Nn1c(nnc1c1cccc(c1)c1ccncc1)c1cccc(c1)c1ccncc1,Cd,5.19234,4.2374,5.17939
IVELUS,OC(=O)c1ccncc1,Mn,4.49483,2.31609,4.47845
IVEMAZ,OC(=O)c1ccncc1,Mn,4.12424,2.2441,4.1193
IXETEM,OC(=O)c1ccc(cc1)c1ccc(cc1)c1c(c2ccc(cc2)c2ccc(cc2)C(=O)O)c(c2ccc(cc2)c2ccc(cc2)C(=O)O)c(c(c1c1ccc(cc1)c1ccc(cc1)C(=O)O)c1ccc(cc1)c1ccc(cc1)C(=O)O)c1ccc(cc1)c1ccc(cc1)C(=O)O,Zr,14.4151,6.43176,14.41509
IXISIT02,OC(=O)c1ccc(cc1)C(=O)O,Eu,2.14985,1.22651,1.8526
IXITOA02,OC(=O)c1ccc(cc1)C(=O)O,Eu,5.87165,2.682,5.7905
IXODUV,OC(=O)c1ccc(cc1)C(=O)O,V,6.94157,6.48157,6.93493
IXOFIL,OC(=O)c1ccc(cc1)C(=O)O,V,7.13056,6.66962,7.12593
IXOFUX,OC(=O)c1ccc(cc1)C(=O)O,V,7.08772,6.60455,7.0648
IXOFUX01,OC(=O)c1ccc(cc1)C(=O)O,V,6.87089,6.40003,6.84728
IXUQOJ,OC(=O)c1ccc(c2c1cccc2)C(=O)O,Zn,4.37908,1.82851,4.36673
IYAZAL,OC(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O,Cd,4.34713,2.43768,4.34713
IYEXIT,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,Zn,2.16833,1.24077,2.16833
IYOVOI,OC(=O)c1ccc(s1)C(=O)O,Nd,4.90778,3.0823,4.90381
IZAJIE,OC=O,Fe,2.88947,2.37724,2.88947
IZAJOK,OC=O,Fe,2.81467,2.30499,2.81467
IZAJUQ,OC=O,Fe,2.82826,2.31446,2.82826
IZAKAX,OC=O,Fe,2.79638,2.2839,2.79638
IZAKEB,OC=O,Fe,2.7386,2.22578,2.7386
IZAKOL,OC=O,Ni,2.83524,2.36981,2.83524
IZALIG,OC=O,Ni,2.66785,2.22849,2.66785
IZIDIG,OC=O,Fe,3.56714,1.88731,3.54288
IZIDIG01,OC=O,Fe,3.59429,3.17091,3.59429
IZUPEA,OC=O,Ni,3.68775,1.80691,3.68775
JADLOP,OC=O,Li,2.62651,1.31295,2.62651
JADLOP01,OC=O,Li,2.61138,1.32091,2.60641
JAKBOP,N#CNC#N,Mn,5.76914,4.18918,5.68942
JAKBUV,N#CNC#N,Mn,5.57167,3.71325,5.56165
JALLOA,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Ce,20.02547,14.45933,20.02547
JAMSEY,OC(=O)c1cc(cc(c1)c1ccncc1)C(=O)O,Ni,2.54893,1.47328,1.78656
JAVNIE,n1ccc(cc1)c1nnn[nH]1,Cu,6.80446,3.91021,6.32616
JAXNUU,n1ccc(cc1)c1nnn[nH]1,Cu,4.5256,3.87709,4.5256
JEBBIE,OC=O,Ni,3.81622,3.41759,3.81622
JEBBOK,OC=O,Zn,3.8383,3.41674,3.82365
JEBGIJ,OC=O,Mg,3.84687,3.39073,3.84687
JEBGOP,OC=O,Mn,3.88342,3.39611,3.88342
JEBGUV,OC=O,Co,3.80777,3.38303,3.80777
JEDKIP,OC=O,Mn,4.38067,2.54961,4.35867
JEDKIP01,OC=O,Mn,4.67228,2.93494,4.66927
JEHMOZ,OC(=O)CCCCCC(=O)O,Ce,3.10614,1.75447,3.08358
JEKRAT,O=C(CSc1ccncc1)CSc1ccncc1,Co,4.2107,1.82076,4.20613
JEMQEY,OC(=O)CCCCCC(=O)O,Nd,2.77672,2.20621,2.77672
JENKIX,OC(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)c1ccc(cc1)C(=O)O)c1ccc(cc1)c1ccc(cc1)C(=O)O,Zn,9.92059,7.48583,9.92059
JETVOW,OC(=O)c1cc(ccc1O)c1ccc(c(c1)C(=O)O)O,Zn,16.33464,16.24964,16.33464
JEXWOZ,OC=O,Mn,2.91536,2.3763,2.91111
JEXWOZ01,OC=O,Mn,2.92326,2.38437,2.91901
JEXWOZ02,OC=O,Mn,2.93471,2.2266,2.9263
JEXWOZ03,OC=O,Mn,5.36879,2.27394,4.15896
JEXWOZ04,OC=O,Mn,2.83799,1.59092,2.79025
JEXWOZ05,OC=O,Mn,2.91653,2.2153,2.90833
JEXWUF,OC=O,Co,2.92483,2.43914,2.92483
JEXWUF01,OC=O,Co,2.93282,2.44741,2.93282
JEXXAM,OC=O,Ni,2.94337,2.48293,2.94337
JEXXAM02,OC=O,Ni,2.82059,2.3538,2.82059
JEXXAM03,OC=O,Ni,2.77669,2.3115,2.77669
JEXXAM04,OC=O,Ni,2.54625,2.06572,2.54625
JEXXAM05,OC=O,Ni,2.93825,2.47536,2.93825
JEXXAM06,OC=O,Ni,2.91292,2.44852,2.91292
JIXWUJ,OC=O,Mn,4.95327,3.95645,4.95327
JIXWUJ01,OC=O,Mn,4.92446,3.90688,4.91825
JIXWUJ02,OC=O,Mn,4.89442,3.8959,4.88243
JOPGIG,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Co,5.77163,3.85312,5.72108
JOQSIT,n1ccc(cc1)N/C=N/c1ccncc1,Cu,5.78583,3.79733,5.78464
JOQSOZ,n1ccc(cc1)N/C=N/c1ccncc1,Cu,6.10079,4.1274,6.09895
JOSNAG,OC(=O)CCCCC(=O)O,La,3.73334,3.03829,3.7297
JOSNAG01,OC(=O)CCCCC(=O)O,La,3.76585,3.03095,3.76327
JUMCUR,OC(=O)c1ccc(cc1)C(=O)O,V,6.66564,6.12054,6.45475
JUMDAY,OC(=O)c1ccc(cc1)C(=O)O,V,6.08117,5.71486,6.04254
JUMDEC,OC(=O)c1ccc(cc1)C(=O)O,V,6.63074,6.11727,6.62182
JUXSEC,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,Tb,7.17333,6.34504,7.15642
JUXSIG,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,Tb,7.20132,6.37578,7.18757
KABNIL,OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O,Cu,3.8433,1.87016,3.82817
KAFQAL,OC(=O)c1ccncc1,Mn,1.96464,1.1441,1.95202
KAFYAT,OC(=O)c1cc(Cc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,Zn,3.47206,2.76868,3.47206
KAGJOS,OC(=O)c1ccc(cc1)c1ccncc1,Cu,2.47077,1.59543,2.27909
KAHMOW,OC(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)O,Zn,5.20372,4.91346,5.20372
KAJZIH,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Cu,7.14961,5.83428,7.14961
KAKTIA01,OC(=O)c1ccncc1,Cu,1.80062,1.13705,1.66327
KALXUT,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,8.95298,8.4378,8.94458
KEDJAG,OC(=O)C(=O)O,Cu,5.61338,4.40406,5.55816
KEDJAG01,OC(=O)C(=O)O,Cu,5.62745,4.42901,5.626
KEDJAG03,OC(=O)C(=O)O,Cu,5.73609,4.60094,5.73609
KEDJAG05,OC(=O)C(=O)O,Cu,5.58759,4.38371,5.56019
KEDJAG07,OC(=O)C(=O)O,Cu,5.60159,4.39581,5.5618
KEDJAG17,OC(=O)C(=O)O,Cu,5.644,4.47445,5.6433
KEDJAG19,OC(=O)C(=O)O,Cu,5.65854,4.50803,5.65314
KEDJAG25,OC(=O)C(=O)O,Cu,5.73555,4.60029,5.7012
KEDJAG27,OC(=O)C(=O)O,Cu,5.76062,4.63585,5.58828
KEDJAG29,OC(=O)C(=O)O,Cu,5.78699,4.68615,5.78699
KEDQAN,OC(=O)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(=O)O)c1ccc(cc1)c1ccc(cc1)C(=O)O,Zn,6.4763,4.71248,6.46033
KEFBEE,OC(=O)c1cc(C#Cc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O,Zn,11.09902,4.28785,11.09902
KEFFEI01,OC=O,Dy,3.96931,2.79019,3.93414
KEJWAY,OC(=O)c1ccncc1,Co,2.17802,1.30002,2.16525
KELJIV,[nH]1cnnc1,Cu,3.60101,3.32094,3.59643
KENSEE03,Clc1cccc(n1)N/N=C/c1ccc(cc1)N(c1ccc(cc1)/C=N/Nc1cccc(n1)Cl)c1ccc(cc1)/C=N/Nc1cccc(n1)Cl,Ag,5.50331,4.34445,5.50331
KENYAG,c1ccc(nc1)N/N=C/c1ccc(cc1)N(c1ccc(cc1)/C=N/Nc1ccccn1)c1ccc(cc1)/C=N/Nc1ccccn1,Ag,6.07919,4.26364,5.47416
KEPFIX02,Clc1cccc(n1)N/N=C/c1ccc(cc1)N(c1ccc(cc1)/C=N/Nc1cccc(n1)Cl)c1ccc(cc1)/C=N/Nc1cccc(n1)Cl,Ag,5.45705,4.31807,5.45705
KEPGAN,OC(=O)c1[nH]nc(c1)C(=O)O,Ce,2.97811,1.91087,2.57317
KEPMUQ,c1ccc(nc1)N/N=C/c1ccc(cc1)N(c1ccc(cc1)/C=N/Nc1ccccn1)c1ccc(cc1)/C=N/Nc1ccccn1,Ag,5.90398,4.22694,5.4124
KEPMUQ02,c1ccc(nc1)N/N=C/c1ccc(cc1)N(c1ccc(cc1)/C=N/Nc1ccccn1)c1ccc(cc1)/C=N/Nc1ccccn1,Ag,5.94858,4.22496,5.39396
KEPMUQ03,c1ccc(nc1)N/N=C/c1ccc(cc1)N(c1ccc(cc1)/C=N/Nc1ccccn1)c1ccc(cc1)/C=N/Nc1ccccn1,Ag,5.92533,4.2266,5.42376
KEPMUQ04,c1ccc(nc1)N/N=C/c1ccc(cc1)N(c1ccc(cc1)/C=N/Nc1ccccn1)c1ccc(cc1)/C=N/Nc1ccccn1,Ag,5.9492,4.23215,5.40853
KEPMUQ08,c1ccc(nc1)N/N=C/c1ccc(cc1)N(c1ccc(cc1)/C=N/Nc1ccccn1)c1ccc(cc1)/C=N/Nc1ccccn1,Ag,5.93656,4.21833,5.40999
KEPNAX,c1ccc(nc1)N/N=C/c1ccc(cc1)N(c1ccc(cc1)/C=N/Nc1ccccn1)c1ccc(cc1)/C=N/Nc1ccccn1,Ag,5.93339,4.22624,5.4168
KEPNAX01,c1ccc(nc1)N/N=C/c1ccc(cc1)N(c1ccc(cc1)/C=N/Nc1ccccn1)c1ccc(cc1)/C=N/Nc1ccccn1,Ag,5.89759,4.22952,5.43347
KEPNAX02,c1ccc(nc1)N/N=C/c1ccc(cc1)N(c1ccc(cc1)/C=N/Nc1ccccn1)c1ccc(cc1)/C=N/Nc1ccccn1,Ag,5.93103,4.22013,5.40578
KEPNAX03,c1ccc(nc1)N/N=C/c1ccc(cc1)N(c1ccc(cc1)/C=N/Nc1ccccn1)c1ccc(cc1)/C=N/Nc1ccccn1,Ag,5.90794,4.22947,5.41574
KEPNAX04,c1ccc(nc1)N/N=C/c1ccc(cc1)N(c1ccc(cc1)/C=N/Nc1ccccn1)c1ccc(cc1)/C=N/Nc1ccccn1,Ag,5.89245,4.22207,5.42416
KEPNAX08,c1ccc(nc1)N/N=C/c1ccc(cc1)N(c1ccc(cc1)/C=N/Nc1ccccn1)c1ccc(cc1)/C=N/Nc1ccccn1,Ag,6.03312,4.24267,5.41707
KEQMAX03,N#CNC#N,Co,6.4163,4.80579,6.23485
KEQNOK,OC(=O)CCCCCCC(=O)O,Pr,1.8309,1.06504,1.60706
KERHEX01,OC(=O)c1ccc(cc1)[C@]12C[C@]3(C[C@@](C2)(C[C@@](C1)(C3)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Cu,11.27779,8.44035,11.27167
KESCAP01,OC(=O)c1ccc(cc1)[C@]12C[C@]3(C[C@@](C2)(C[C@@](C1)(C3)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,Cu,12.67698,8.62877,12.67566
KESFIA,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,Co,7.31315,7.17453,7.31315
KETHEY01,OC(=O)c1cc(cc(c1)c1ccncc1)C(=O)O,Cd,2.1753,1.10999,2.17361
KETHEY02,OC(=O)c1cc(cc(c1)c1ccncc1)C(=O)O,Cd,2.13956,1.09396,2.13956
KEYZEV,c1nnn[nH]1,Cu,1.81954,1.05241,1.80295
KIGCEK,C[C@H]([C@@H](C(=O)O)NCc1ccncc1)O,Zn,7.96015,7.80302,7.96015
KIKRAA,n1ccc(cc1)c1ccncc1,Cu,8.85671,7.32383,8.8504
KINGUM,OC(=O)c1ccc(cc1)C(=O)O,Zr,8.23247,3.78878,8.23247
KIVZAR,n1ccncc1,Cu,1.60685,0.77004,1.60685
KODPUP,OC(=O)CCCCC(=O)O,Nd,5.81016,3.59263,5.80681
KOGYOV,C(Cc1ccncc1)Cc1ccncc1,Cu,4.9812,3.83726,4.97379
KOJMED,OC(=O)c1ccc2c(c1)ccc(c2)C(=O)O,Li,2.16179,1.12744,2.153
KOSJAF,OC(=O)c1cc(C(=O)O)c(cc1O)O,Co,11.00412,9.83592,11.00412
KOSJUZ,OC(=O)c1cc(C(=O)O)c(cc1O)O,Co,11.10607,9.84674,11.10607
KOSMAI,OC(=O)c1cc(C(=O)O)c(cc1O)O,Co,11.02963,9.85834,11.02963
KOVJAI01,OC(=O)c1ccc(cc1)C(=O)O,U,2.81775,1.17552,2.75658
KOZNEU,OC(=O)c1ccc(cc1)C(=O)O,Zn,6.45005,4.7768,6.45005
KUFVAK,OC(=O)c1cc(cc(c1)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O,Mn,5.03968,2.59918,4.8452
KUHNIM,OC(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)O,Zn,2.89339,1.37095,2.65069
KUHVOZ,OC(=O)c1cccc(n1)C(=O)O,Eu,4.12203,2.14559,4.11408
KULMEK,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O,Zn,13.20115,7.45311,13.2007
KUMXEW,c1ncc[nH]1,Zn,2.95732,1.66964,2.95732
KUNLEL,OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,Zn,4.40751,1.92032,4.36963
KUNMUD,Nn1c(nnc1c1cccc(c1)c1ccncc1)c1cccc(c1)c1ccncc1,Cd,4.95062,4.13329,4.94762
KUNTAQ01,OC(=O)c1ccc(cc1)C(=O)O,Al,7.23002,6.84246,7.23002
KURHIQ,N#CNC#N,Mn,5.22682,1.15838,5.22682
